Pt_ID	xo	yo	zo	lat(度)	lon(度)	ht	e	n	u	Az(度)	El(度)	Sr (Unit:M)	
Pt_01 ,-5756029.090,-136762.372,-2727465.155,-25.496727154,-178.638917116,-3201.557,0.000,-0.000,0.000,NaN,NaN,0.000
Pt_02 ,-6333101.168,414653.575,556356.913,5.043446254,176.253961937,-6973.103,-1925751.760,-2928459.670,757261.071,33.328874496,12.191764015,3585783.068
Pt_03 ,1117304.368,-1088903.371,6177018.811,75.915962046,-44.262459580,12971.330,-2775228.660,-4361071.124,9694773.311,32.471207081,61.933613481,10986785.928
Pt_04 ,-3469602.854,4582473.029,2748169.931,25.703813131,127.131052655,-3141.638,-7009810.436,-3403195.964,4156130.469,64.103870074,28.073992165,8831342.230
Pt_05 ,-4449125.778,1462825.630,4319150.609,42.874577855,161.799680365,2718.182,-4548599.998,-5179519.157,3918056.781,41.289267360,29.613408244,7928956.399
Pt_06 ,6148947.088,-1434196.943,-850393.932,-7.721799269,-13.129096738,-6754.104,511393.098,3558086.026,11492633.087,8.178939831,72.631438689,12041682.372
Pt_07 ,6136707.874,1670436.193,-374299.874,-3.390770889,15.227207248,-7062.816,-2791640.157,3229107.638,11635964.858,-40.844192402,69.854953024,12394194.975
Pt_08 ,6232795.807,-1069310.319,773610.284,7.021042570,-9.734999713,-6820.122,-533141.112,2270743.647,12199469.500,-13.212985901,79.175901873,12420449.760
Pt_09 ,2106400.304,5243659.859,-2942235.552,-27.662420759,68.114463524,-2558.070,-5289008.901,3675868.612,6957730.981,-55.200645248,47.208849984,9481331.425
Pt_10 ,-2748676.609,-4792340.902,3172993.315,30.036744688,-119.836691986,-1812.597,2184542.438,-3642104.858,5068780.419,-30.955421848,50.041116283,6612842.686
Pt_11 ,-5454063.584,-3292472.840,49538.009,0.448516287,-148.881738714,-7135.701,1992465.114,-2214090.661,1390458.919,-41.984117290,25.023861266,3287170.621
Pt_12 ,-2761051.143,-5428343.281,1870648.768,17.183174314,-116.959530092,-5284.860,3365480.586,-2593485.258,4554978.326,-52.381662942,46.991576836,6229000.956
Pt_13 ,-3777844.561,4507379.837,-2449705.794,-22.750261853,129.967937712,-3961.727,-4759092.097,723407.908,1846630.246,-81.356892535,20.987563340,5155804.481
Pt_14 ,-3205380.093,-3020622.084,-4603370.687,-46.457561519,-136.699766258,4054.361,3668233.533,2573873.952,1598365.411,54.943974687,19.630601169,4757681.827
Pt_15 ,2385243.190,-5899438.919,-311249.678,-2.819113294,-67.985681364,-7085.703,4749708.572,1400272.426,8351904.705,73.573835633,59.336435424,9709521.439
Pt_16 ,6080429.056,739333.191,-1752543.844,-16.069027385,6.932691866,-5511.264,-1283915.843,4314719.002,11055879.707,-16.571242073,67.845007974,11937240.722
Pt_17 ,4500491.616,2618766.452,3671141.305,35.367041464,30.194462981,-12.569,-5432980.976,-771089.569,11730919.265,81.922102079,64.930994951,12950919.976
Pt_18 ,5209790.551,-831806.182,3571529.349,34.275611965,-9.071399814,-393.343,-1941687.876,-458088.972,12367478.713,76.725338778,80.836576370,12527351.157
Pt_19 ,-3484420.800,-4882423.520,2147182.634,19.818212801,-125.514168333,-4697.129,2703967.590,-3119847.693,4004583.365,-40.915427660,44.126784560,5751658.742
Pt_20 ,509711.821,4303710.790,-4669893.820,-47.329545448,83.245613819,4379.266,-3626188.589,4384634.676,4850748.053,-39.591490976,40.448528038,7476899.196
Pt_21 ,-1520581.205,1054596.969,-6096334.885,-73.221174863,145.256811527,12451.849,219066.122,4610324.076,2493757.241,2.720444474,28.382243869,5246132.216
Pt_22 ,4555538.353,4388088.410,762490.274,6.919643541,43.927386569,-6829.166,-5984345.618,1674873.335,10625412.496,-74.364354163,59.678636672,12309223.529
Pt_23 ,-675501.166,5804487.707,-2537964.072,-23.616841629,96.637975699,-3728.995,-6018892.210,2158999.695,4599069.907,-70.266895301,35.724975110,7876533.954
Pt_24 ,-149805.681,3036257.918,5598958.574,61.661125448,92.824621245,9397.774,-6657270.550,-4344209.710,8282902.866,56.873495449,46.177363526,11480326.174
Pt_25 ,-856082.368,1519333.318,6127674.131,74.214633266,119.399485945,12652.831,-5362075.514,-5114164.398,7867615.644,46.355601843,46.716095586,10807678.161
Pt_26 ,3320887.743,4708398.964,-2718883.005,-25.410991111,54.804244626,-3226.261,-4847386.478,4004089.709,8146729.204,-50.442250297,52.340651439,10290728.195
Pt_27 ,-2939435.167,4154163.397,3833052.096,37.172584935,125.282757502,628.540,-7035714.827,-4073482.910,5063165.855,59.930353938,31.914102014,9577588.142
Pt_28 ,2806190.011,2690761.524,5047250.840,52.579421365,43.797043545,6309.515,-6080946.356,-2626924.417,10738862.988,66.636008147,58.332304778,12617520.309
Pt_29 ,4665110.382,-4157177.347,1242683.642,11.321755505,-41.704899211,-6319.445,2357517.225,1145197.639,10999412.376,64.091174731,76.597448107,11307362.103
Pt_30 ,3384893.524,2278004.735,4893141.247,50.366634924,33.940220417,5503.320,-5603801.217,-2260335.817,11205179.572,68.032941051,61.663843671,12730583.464
Pt_31 ,2657125.524,-1249520.013,5654027.298,62.713034997,-25.185374613,9723.337,-2395751.646,-3272967.674,10881816.216,36.203435944,69.557510718,11613176.460
Pt_32 ,-5106231.450,3758151.016,626372.350,5.680035810,143.647188856,-6929.258,-5297611.825,-2386052.264,1857830.990,65.753127631,17.731972114,6099956.758
Pt_33 ,5418019.192,1663129.096,2910104.919,27.335862325,17.064526331,-2657.427,-4159070.423,227231.146,12271342.006,-86.872749632,71.251197861,12958986.666
Pt_34 ,-3452178.215,5264552.829,978054.231,8.889402745,123.254461142,-6630.531,-6950790.169,-1930039.503,3472878.901,74.481517970,25.707247389,8006211.609
Pt_35 ,-178088.291,-2014425.990,-6041524.103,-71.608344450,-95.052182816,12102.776,3264281.321,5077483.136,3758312.252,32.736703541,31.907352343,7110645.437
