Pt_ID		xo		yo		zo		x		y		z
Pt_01	-5756029.090	-136762.372	-2727465.155	-5756029.090	-136762.371	-2745856.186
Pt_02	-6333101.168	414653.575	556356.913	-5745352.035	376171.278	10188172848334905000.000
Pt_03	1117304.368	-1088903.371	6177018.811	4123344.679	-4018532.505	21158907295725208000.000
Pt_04	-3469602.854	4582473.029	2748169.931	-3475550.971	4590328.995	134992067398461520000.000
Pt_05	-4449125.778	1462825.630	4319150.609	-5469599.958	1798346.777	56839623433067839000.000
Pt_06	6148947.088	-1434196.943	-850393.932	5607152.786	-1307827.384	718464715131799300.000
Pt_07	6136707.874	1670436.193	-374299.874	5555513.215	1512232.705	21409896853216862000.000
Pt_08	6232795.807	-1069310.319	773610.284	5674745.458	-973570.138	780872317063570940.000
Pt_09	2106400.304	5243659.859	-2942235.552	2146185.822	5342701.681	76850075781859836000.000
Pt_10	-2748676.609	-4792340.902	3172993.315	-2864602.928	-4994459.420	13110422467091313000.000
Pt_11	-5454063.584	-3292472.840	49538.009	-4929141.123	-2975591.139	10906293019264715000.000
Pt_12	-2761051.143	-5428343.281	1870648.768	-2610295.813	-5131951.929	31116438908092879000.000
Pt_13	-3777844.561	4507379.837	-2449705.794	-3698479.658	4412688.868	62221993685783151000.000
Pt_14	-3205380.093	-3020622.084	-4603370.687	-4190247.320	-3948721.595	36966612570773914000.000
Pt_15	2385243.190	-5899438.919	-311249.678	2158189.035	-5337864.266	61976869106154594000.000
Pt_16	6080429.056	739333.191	-1752543.844	5715557.266	694967.601	4528650627533442600.000
Pt_17	4500491.616	2618766.452	3671141.305	4976474.778	2895733.691	81090890275794010000.000
Pt_18	5209790.551	-831806.182	3571529.349	5685640.490	-907781.390	10357490173406015000.000
Pt_19	-3484420.800	-4882423.520	2147182.634	-3344645.472	-4686568.201	20086241268294463000.000
Pt_20	509711.821	4303710.790	-4669893.820	677177.328	5717692.340	36124053769127465000.000
Pt_21	-1520581.205	1054596.969	-6096334.885	-4731148.564	3281281.472	131839664528265790.000
Pt_22	4555538.353	4388088.410	762490.274	4146774.924	3994350.080	98385033419987321000.000
Pt_23	-675501.166	5804487.707	-2537964.072	-665559.039	5719056.390	99524232175314993000.000
Pt_24	-149805.681	3036257.918	5598958.574	-283731.261	5750658.345	121755366789350130000.000
Pt_25	-856082.368	1519333.318	6127674.131	-2826408.753	5016172.683	78988078601783886000.000
Pt_26	3320887.743	4708398.964	-2718883.005	3318549.036	4705083.116	64552192617157100000.000
Pt_27	-2939435.167	4154163.397	3833052.096	-3325689.752	4700038.564	135991623076943400000.000
Pt_28	2806190.011	2690761.524	5047250.840	4155850.992	3984906.192	101586978639265380000.000
Pt_29	4665110.382	-4157177.347	1242683.642	4298556.486	-3830533.510	15268819448532431000.000
Pt_30	3384893.524	2278004.735	4893141.247	4776667.767	3214657.039	86270266888460812000.000
Pt_31	2657125.524	-1249520.013	5654027.298	5210306.325	-2450159.755	15768096953721686000.000
Pt_32	-5106231.450	3758151.016	626372.350	-4637112.085	3412882.410	77100282195330318000.000
Pt_33	5418019.192	1663129.096	2910104.919	5504172.206	1689574.846	47521292826621018000.000
Pt_34	-3452178.215	5264552.829	978054.231	-3157257.377	4814800.171	132728461018271880000.000
Pt_35	-178088.291	-2014425.990	-6041524.103	-507036.262	-5735284.567	29273244514155307000.000
Pt_36	1755108.312	-6086465.561	-681302.275	1595289.101	-5532235.309	71219629804217033000.000
Pt_37	-5851271.597	-1696200.561	1864179.541	-5529987.177	-1603064.770	361803522222376320.000
Pt_38	-2482971.930	-5861015.324	270168.023	-2245952.544	-5301534.872	54841509439636152000.000
Pt_39	4834545.093	-3817029.150	-1626992.076	4518954.405	-3567860.131	28459827472909140000.000
Pt_40	2911273.017	1043822.555	5569969.919	5419812.371	1943246.946	59485488280613356000.000
Pt_41	-1585099.931	4521755.977	4198907.250	-1904703.621	5433477.611	156862241146000470000.000
Pt_42	4370438.760	1305290.113	4448047.186	5516857.288	1647683.372	54281400384964116000.000
Pt_43	2069421.090	5802517.845	-1624168.715	1934098.946	5423083.634	112505803386604980000.000
Pt_44	-1166484.665	-6149726.485	1187357.857	-1072984.218	-5656790.583	52527585909950669000.000
Pt_45	-750178.435	-4182373.644	4747064.779	-1016508.833	-5667211.362	2304564342076273700.000
Pt_46	2283972.653	-2205016.292	5523677.496	4142244.453	-3999048.103	5277160524619445200.000
Pt_47	-5211727.941	-2969808.486	2146571.784	-5002480.450	-2850572.605	1723884830853847600.000
Pt_48	4659806.546	2217261.196	-3736254.373	5199091.668	2473867.551	10245011244081787000.000
Pt_49	5361650.050	-2828307.227	1960364.244	5092550.430	-2686355.329	1458497006387049700.000
Pt_50	1025453.820	-3131095.396	-5452919.134	1792010.069	-5471679.335	46956167223005987000.000
